measures,8,,,,,
beats,4,,,,,
divisions,2,,,,,
minTempo,1,,,,,
maxTempo,200,,,,,
swing,1,,,,,
69,69,61,64,100,,90
0,67,0,0,,,90
0,69,0,0,,98,90
73,67,64,67,,,
0,0,0,0,98,,90
0,0,0,0,10,,90
76,69,67,70,,98,90
0,67,0,0,10,,
0,69,0,0,100,,90
79,67,69,69,10,,90
0,0,0,0,,98,90
0,0,0,0,,,
77,69,73,74,98,,90
0,67,0,0,10,,90
76,69,74,76,,98,90
0,0,0,0,10,,
74,69,76,77,100,,90
0,0,0,0,10,,90
0,0,0,0,,98,90
77,65,77,79,,,
0,0,0,0,98,,90
0,0,0,0,10,,90
81,62,76,81,,90,90
0,0,0,0,10,,
0,0,0,0,100,,90
77,65,74,0,10,,90
0,0,0,77,,98,90
0,0,0,0,,10,
74,69,76,74,98,,90
0,0,0,0,10,,90
72,72,77,77,,99,90
0,0,0,0,10,,
71,65,81,74,100,,90
0,0,0,0,10,,90
0,0,0,0,,98,90
74,62,80,73,,,
0,0,0,0,98,,90
0,59,0,0,10,,90
77,55,79,74,,98,90
0,0,0,0,10,,
67,0,0,0,100,,90
0,65,81,74,90,,90
0,0,0,0,,98,90
71,62,83,76,,10,
0,0,0,0,98,,90
0,59,82,75,10,,90
74,53,81,74,,98,90
0,0,0,0,10,,
72,64,79,72,100,,90
0,0,0,0,10,,90
0,0,0,0,,98,90
76,60,76,69,,10,
0,0,0,0,98,,90
0,57,0,0,10,,90
79,55,72,67,,98,90
0,0,0,0,10,,
0,0,67,0,100,,90
81,64,79,72,10,,90
0,0,0,0,,98,90
0,60,81,74,,,
79,0,0,0,98,,90
0,57,80,76,10,,90
76,55,79,74,,98,90
0,0,0,0,10,,
