measures,8,,,,,
beats,4,,,,,
divisions,2,,,,,
minTempo,1,,,,,
maxTempo,300,,,,,
swing,1,,,,,
15,79,0,0,100,,90
0,0,0,0,,,90
0,94,0,87,80,,90
22,0,51,0,90,,90
15,67,0,54,,98,90
0,0,78,0,,30,90
0,82,55,55,,,90
27,0,0,58,30,,90
15,67,70,0,100,,90
0,0,0,60,,,90
0,94,0,75,80,,90
22,0,75,0,90,,90
19,95,0,65,,98,90
0,0,77,0,,30,90
0,98,0,67,,,90
22,0,79,0,30,,90
24,99,0,87,100,,90
0,0,0,60,,,90
0,91,87,0,80,,90
17,0,84,0,90,,90
24,63,0,99,,98,90
0,0,0,72,,30,90
0,91,75,0,,,90
17,0,72,0,30,,90
24,99,0,87,100,,90
17,0,0,84,,,90
0,67,0,75,80,,90
20,0,99,0,90,,90
22,98,0,77,,98,90
0,0,89,0,,30,90
0,89,0,103,,,90
19,0,91,0,30,,90
20,60,0,63,100,,90
0,0,0,84,,,90
0,63,75,0,80,,90
19,0,96,0,90,,90
20,72,0,84,,98,90
19,0,0,82,,30,90
0,63,72,0,,,90
19,0,58,0,30,,90
15,67,0,70,100,,90
0,0,0,55,,,90
0,94,70,0,80,,90
22,0,67,0,90,,90
15,79,0,89,,98,90
0,0,0,87,,30,90
0,70,53,0,,,90
15,0,63,0,30,,90
17,93,53,77,100,,90
0,0,80,92,,,90
0,72,81,93,80,,90
17,0,72,96,90,,90
17,81,74,86,,98,90
0,0,0,0,,30,90
0,72,0,65,,,90
17,0,0,98,30,,90
22,86,98,0,100,,90
0,0,0,61,,,90
0,65,73,0,80,,90
17,0,0,60,90,,90
22,74,0,70,,98,90
17,0,60,0,,30,90
22,77,70,84,,,90
0,0,0,0,30,,90
